,Version,Notes,LossFunction,Optimizer,LearningRate,SchedulerLR,NumberOfEpochs,ModelStructure,Dropout,HiddenDim,HiddenDimSize,DatasetName,BatchSize,TrainTest,MaxSamples,Dataparallel,NumberOfWorkers,Device,AlphaForADMM,RhoForADMM,LayerPruneTargets,WeightPrunePercent,PruningSelection,BERTTheseusStartingLearningRate,BERTTheseusLearningRateModifier,AlphaForTOFD,BetaForTOFD,tForTOFD,DAISRegularizerScale,LassoForDAIS,LayerIteration,SaveLocation,FromSaveLocation,NumClasses,NumFeatures,ProcessID,StartTime,cpuModel,TimeForPrune,Memory,CudaMemory,LengthOfTrainingData,LengthOfValidationData,total_loss,f1_score_weight,f1_score_macro,additive_loss,mean_loss,val_total_loss,val_f1_score_weight,val_f1_score_macro,val_additive_loss,val_mean_loss,epoch,Epoch waypoint 0 mean_loss,-Waypoint_0-,Epoch waypoint 1 mean_loss,-Waypoint_1-,Epoch waypoint 2 mean_loss,-Waypoint_2-,Epoch waypoint 3 mean_loss,-Waypoint_3-,Epoch waypoint 4 mean_loss,-Waypoint_4-,TimeForRun,macs,parameters,NumberOfZeros,Zeroed_filter_inputs,Zeroed_filter_outputs,ModelWeightStructure,ModelWeightStructurePruneZero,GarbageCollectionSizeTotal,AssociatedOriginalRow,f1_scores_all_0,f1_scores_all_1,f1_scores_all_2,f1_scores_all_3,f1_scores_all_4,f1_scores_all_5,f1_scores_all_6,f1_scores_all_7,f1_scores_all_8,f1_scores_all_9,f1_scores_all,val_f1_scores_all_0,val_f1_scores_all_1,val_f1_scores_all_2,val_f1_scores_all_3,val_f1_scores_all_4,val_f1_scores_all_5,val_f1_scores_all_6,val_f1_scores_all_7,val_f1_scores_all_8,val_f1_scores_all,f1_scores_all_10,val_f1_scores_all_9,val_f1_scores_all_10
36,v0.111 - 111,0,CrossEntropy,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",,,20,1516,55838,2024-10-07 14:26:10.290030,i386,96.52449893951416,597.7989119999984,0.0,800.0,200.0,3.3579793197767328e+19,0.1148031496062992,0.04251968503937,0.0,,,,,,,,4.258461310934581e+17,ModelStateDict-Waypoint_0-1728325586.669137.pt,1.2417635834474269e+17,ModelStateDict-Waypoint_1-1728325607.2309382.pt,5.493558115578151e+16,ModelStateDict-Waypoint_2-1728325625.954754.pt,4.582224329483223e+16,ModelStateDict-Waypoint_3-1728325646.529291.pt,4.19932490266837e+16,ModelStateDict-Waypoint_4-1728325665.406215.pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,v0.111 - 111,0,CrossEntropy,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",,,20,1516,56190,2024-10-07 14:30:03.665683,i386,108.55470299720764,-513.5851520000006,0.0,800.0,200.0,3.3993229361020404e+19,0.0294041019955654,0.0228381374722838,0.0,,,,,,,,1.352329637107744e+21,ModelStateDict-Waypoint_0-1728325823.086726.pt,1.2126474160322903e+18,ModelStateDict-Waypoint_1-1728325844.10414.pt,1.0461102171846867e+17,ModelStateDict-Waypoint_2-1728325866.551577.pt,6.146350813372482e+16,ModelStateDict-Waypoint_3-1728325888.766368.pt,4.283996643855958e+16,ModelStateDict-Waypoint_4-1728325910.686547.pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,v0.111 - 111,0,CrossEntropy,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",,,20,1516,56367,2024-10-07 14:33:02.052941,i386,100.74645519256592,1280.9215999999997,0.0,800.0,200.0,2.5369269282187248e+19,0.0705310880829015,0.0341968911917098,0.0,,,,,,,,6.89595397067621e+18,ModelStateDict-Waypoint_0-1728326000.6039932.pt,4.402686999929029e+16,ModelStateDict-Waypoint_1-1728326020.20752.pt,5.5024669085422056e+16,ModelStateDict-Waypoint_2-1728326039.483131.pt,4.002496103499956e+16,ModelStateDict-Waypoint_3-1728326060.661899.pt,3.1721429980581724e+16,ModelStateDict-Waypoint_4-1728326081.367195.pt,,,,,,,,,,,0.0,0.0,0.3419689119170984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
39,v0.111 - 111,0,CrossEntropy,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",ModelStateDict1728326218.489493.pt,,20,1516,56538,2024-10-07 14:35:15.427196,i386,101.63299107551576,-449.16735999999946,0.0,800.0,200.0,3.7575176045448e+25,0.1089361702127659,0.0453900709219858,0.0,4.696897005680999e+22,3.488648008635649e+25,0.1072330097087378,0.0507011866235167,0.0,1.7443240043178246e+23,0.0,1.2717356107136238e+18,ModelStateDict-Waypoint_0-1728326134.8125901.pt,5.665111550108169e+22,ModelStateDict-Waypoint_1-1728326155.106903.pt,4.835226545416362e+22,ModelStateDict-Waypoint_2-1728326174.6312058.pt,4.729033251470034e+22,ModelStateDict-Waypoint_3-1728326195.35879.pt,4.71638022618735e+22,ModelStateDict-Waypoint_4-1728326215.738487.pt,0.8314759731292725,22660842.0,22685740.0,0.0,0.0,0.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20",228682.0,,0.0,0.4539007092198581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.45390070921985815, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.4563106796116505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.4563106796116505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,
40,v0.111 - 111,0,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",,,20,1516,56698,2024-10-07 14:39:04.503834,i386,103.76372480392456,1103.798272,0.0,800.0,200.0,1.5580772161483765,0.1148031496062992,0.04251968503937,0.0,0.0019475965201854,1.4706796407699585,0.1509125475285171,0.053231939163498,0.0,0.0073533982038497,0.0,0.0022463956475257,ModelStateDict-Waypoint_0-1728326363.5251179.pt,0.00218475908041,ModelStateDict-Waypoint_1-1728326384.508049.pt,0.0019829313457012,ModelStateDict-Waypoint_2-1728326405.956655.pt,0.0019560226798057,ModelStateDict-Waypoint_3-1728326426.066658.pt,0.0019596721231937,ModelStateDict-Waypoint_4-1728326446.751261.pt,0.954354763031006,22660842.0,22685740.0,0.0,0.0,0.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20",228682.0,,0.4251968503937008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.4251968503937008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4790874524714829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.4790874524714829, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,
41,v0.111 - 111,0,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",,,20,1516,56698,2024-10-07 14:41:48.256394,i386,,,,,,,,,,,,,,,,,0.0022136016190052,ModelStateDict-Waypoint_0-1728326526.405932.pt,0.0023302134871482,ModelStateDict-Waypoint_1-1728326544.799267.pt,0.0022213166952133,ModelStateDict-Waypoint_2-1728326562.961504.pt,0.0022125968337059,ModelStateDict-Waypoint_3-1728326582.535116.pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,v0.111 - 111,0,CrossEntropy,Adam,0.02,1,100,MainLinear,0.000224328,27,175,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",,ModelStateDict1727406864.8110316.pt,20,1516,58357,2024-10-07 17:39:26.897959,i386,31.76487922668457,992.0634879999988,0.0,800.0,200.0,18.822668075561523,0.0294367369589345,0.0228634850166481,0.0,0.0235283350944519,20.03130531311035,0.0299115044247787,0.0255653883972468,0.0,0.1001565265655517,0.0,0.0852225875854492,,0.1804242324829101,,0.0274354648590087,,0.0257687187194824,,0.023668885231018,,0.8567020893096924,1095675.0,1100595.0,0.0,0.0,0.0,"1516/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/20","1516/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/175, 175/20",65248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2286348501664817,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2286348501664817, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.2300884955752212,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23008849557522124, 0.0, 0.0]",,,
43,v0.111 - 111,0,MSE,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",,,20,1516,61321,2024-10-07 22:17:55.362031,i386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,v0.111 - 111,0,MSE,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",,,20,1516,61427,2024-10-07 22:19:30.879745,i386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,v0.111 - 111,0,MSE,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",,,20,1516,61578,2024-10-07 22:22:00.914647,i386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,v0.111 - 111,0,MSE,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",,,20,1516,61639,2024-10-07 22:22:31.985727,i386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,v0.111 - 111,0,MSE,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",,,20,1516,61713,2024-10-07 22:23:12.960827,i386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,v0.111 - 111,0,MSE,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",ModelStateDict1728354421.533061.pt,,20,1516,61850,2024-10-07 22:24:19.829752,i386,159.73111987113953,293.23673599999984,0.0,800.0,200.0,,0.1148031496062992,0.04251968503937,0.0,,,0.1509125475285171,0.053231939163498,0.0,,0.0,,ModelStateDict-Waypoint_0-1728354278.30226.pt,,ModelStateDict-Waypoint_1-1728354302.4102201.pt,,ModelStateDict-Waypoint_2-1728354352.791817.pt,,ModelStateDict-Waypoint_3-1728354387.527102.pt,,ModelStateDict-Waypoint_4-1728354417.869982.pt,1.157386064529419,22660842.0,22685740.0,0.0,0.0,0.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20",228682.0,,0.4251968503937008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.4251968503937008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4790874524714829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.4790874524714829, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,
49,v0.111 - 111,0,MSE,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",ModelStateDict1728357072.609876.pt,,20,1516,62897,2024-10-07 23:09:18.026539,i386,112.7172110080719,262.1726719999997,0.0,800.0,200.0,inf,0.0,0.0,0.0,inf,inf,0.0,0.0,0.0,inf,0.0,inf,ModelStateDict-Waypoint_0-1728356977.428273.pt,inf,ModelStateDict-Waypoint_1-1728356998.938931.pt,inf,ModelStateDict-Waypoint_2-1728357019.2232032.pt,inf,ModelStateDict-Waypoint_3-1728357042.058221.pt,inf,ModelStateDict-Waypoint_4-1728357068.878541.pt,1.157392978668213,22660842.0,22685740.0,1.0,0.0,0.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20",228682.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,
50,v0.111 - 111,0,MSE,Adam,0.02,1,0,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",ModelStateDict1728357147.518913.pt,,20,1516,63088,2024-10-07 23:12:25.160582,i386,0.6885571479797363,-49.37318400000004,0.0,800.0,200.0,0.0511358678340911,0.0013428745432399,0.005115712545676,0.0,6.391983479261398e-05,0.0510916374623775,0.0001980198019801,0.0022002200220022,0.0,0.0002554581873118,0.0,,,,,,,,,,,1.0123567581176758,22660842.0,22685740.0,2.0,0.0,0.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20",76302.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05115712545676,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05115712545676005]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0198019801980198,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019801980198019802]",,,
