,Version,Notes,LossFunction,Optimizer,LearningRate,NumberOfEpochs,ModelStructure,DatasetName,BatchSize,TrainTest,MaxSamples,Dataparallel,NumberOfWorkers,Device,AlphaForADMM,RhoForADMM,LayerPruneTargets,WeightPrunePercent,PruningSelection,BERTTheseusStartingLearningRate,BERTTheseusLearningRateModifier,AlphaForTOFD,BetaForTOFD,tForTOFD,LayerIteration,SaveLocation,FromSaveLocation,ProcessID,StartTime,cpuModel,TimeForPrune,Memory,LengthOfTrainingData,LengthOfValidationData,total_loss,f1_score,mean_loss,val_total_loss,val_f1_score,val_mean_loss,epoch,Epoch waypoint 0 mean_loss,-Waypoint_0-,Epoch waypoint 1 mean_loss,-Waypoint_1-,Epoch waypoint 2 mean_loss,-Waypoint_2-,Epoch waypoint 3 mean_loss,-Waypoint_3-,Epoch waypoint 4 mean_loss,-Waypoint_4-,TimeForRun,macs,parameters,NumberOfZeros,ModelWeightStructure,ModelWeightStructurePruneZero,GarbageCollectionSizeTotal,AssociatedOriginalRow,NumClasses,NumFeatures,CudaMemory,f1_score_weight,f1_score_macro,val_f1_score_weight,val_f1_score_macro,Dropout,HiddenDim,HiddenDimSize
148,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.49, 0.49, 1.0]",thinet,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725740826.581859.pt,,50117,2024-09-07 16:28:49.273808,i386,0.8358678817749023,-1.3639679999996588,80.0,20.0,832.00390625,,10.400048828125,1107.6158447265625,,55.380792236328126,9.0,10.400048828125,,10.400048828125,,10.400048828125,,10.400048828125,,10.400048828125,,1.902509689331055,12201.0,12399.0,0.0,"100/49, 49/49, 49/100","100/49, 49/49, 49/100",4234.0,122.0,100.0,100.0,0.0,0.0065625,0.0057017543859649,0.02,0.0181818181818181,,,
149,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.49, 0.49, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725740826.581859.pt,,50117,2024-09-07 16:28:52.092876,i386,0.2097530364990234,-7.782400000000052,80.0,20.0,742.1260986328125,,9.276576232910156,793.072265625,,39.65361328125,9.0,9.276576232910156,,9.276576232910156,,9.276576232910156,,9.276576232910156,,9.276576232910156,,1.9204299449920648,30602.0,30905.0,24351.0,"100/101, 101/102, 102/100","100/30, 101/30, 102/30",5761.0,122.0,100.0,100.0,0.0,0.0012195121951219,0.0008710801393728,0.0,0.0,,,
150,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.49, 0.49, 1.0]",TOFD_INCOMPLETE,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725740826.581859.pt,,50117,2024-09-07 16:28:54.887735,i386,0.2861769199371338,-0.430080000000089,80.0,20.0,,,,,,,9.0,,,,,,,,,,,1.9017751216888428,25000.0,12700.0,0.0,"100/50, 50/50, 50/100","100/50, 50/50, 50/100",7578.0,122.0,100.0,100.0,0.0,0.0012195121951219,0.0008710801393728,0.0,0.0,,,
151,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.44, 0.44, 1.0]",RandomStructured,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725740826.581859.pt,,50117,2024-09-07 16:28:57.641652,i386,0.0382349491119384,-1.7203200000003562,80.0,20.0,741.8765869140625,,9.273457336425782,792.8200073242188,,39.64100036621094,9.0,2.1711841583251954,,9.273457336425782,,9.273457336425782,,9.273457336425782,,9.273457336425782,,1.8892521858215328,30602.0,30905.0,24351.0,"100/101, 101/102, 102/100","100/30, 101/30, 102/30",7578.0,122.0,100.0,100.0,0.0,0.0012195121951219,0.0008710801393728,0.0,0.0,,,
152,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.44, 0.44, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725740826.581859.pt,,50117,2024-09-07 16:29:06.399138,i386,6.254821062088013,8.966143999999986,80.0,20.0,721.2501220703125,,9.015626525878906,769.6826782226562,,38.484133911132815,9.0,0.7155873775482178,,9.015626525878906,,9.015626525878906,,9.015626525878906,,9.015626525878906,,1.674772024154663,30602.0,30905.0,24351.0,"100/101, 101/102, 102/100","100/30, 101/30, 102/30",7578.0,122.0,100.0,100.0,0.0,0.0012195121951219,0.0008710801393728,0.0,0.0,,,
153,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.44, 0.44, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725740826.581859.pt,,50117,2024-09-07 16:29:09.032498,i386,0.371312141418457,-2.6910719999996218,80.0,20.0,145.9633331298828,,1.8245416641235352,135.58370971679688,,6.779185485839844,9.0,1.8245416641235352,,1.8245416641235352,,1.8245416641235352,,1.8245416641235352,,1.8245416641235352,,1.783625841140747,20400.0,20602.0,7140.0,"100/102, 102/100","100/102, 102/30",5159.0,122.0,100.0,100.0,0.0,0.0027777777777777,0.0036429872495446,0.0,0.0,,,
154,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.44, 0.44, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725740826.581859.pt,,50117,2024-09-07 16:29:15.259798,i386,3.86381196975708,-6.676480000000083,80.0,20.0,156.40908813476562,,1.9551136016845705,159.03262329101562,,7.951631164550781,9.0,1.9551136016845705,,1.9551136016845705,,1.9551136016845705,,1.9551136016845705,,1.9551136016845705,,1.8040838241577148,11025.0,11215.0,3150.0,"100/45, 45/45, 45/100","100/45, 45/45, 45/30",4210.0,122.0,100.0,100.0,0.0,0.0003086419753086,0.0004409171075837,0.0,0.0,,,
155,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.44, 0.44, 1.0]",thinet,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725740826.581859.pt,,50117,2024-09-07 16:29:18.482387,i386,0.7545950412750244,-0.8232960000004823,80.0,20.0,206.1055450439453,,2.5763193130493165,209.6293182373047,,10.481465911865234,9.0,2.5763193130493165,,2.5763193130493165,,2.5763193130493165,,2.5763193130493165,,2.5763193130493165,,1.7512202262878418,10736.0,10924.0,0.0,"100/44, 44/44, 44/100","100/44, 44/44, 44/100",4204.0,122.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
156,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.44, 0.44, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725740826.581859.pt,,50117,2024-09-07 16:29:21.039812,i386,0.20986008644104,-1.8063359999996464,80.0,20.0,653.1549072265625,,8.164436340332031,700.1224365234375,,35.00612182617188,9.0,8.164436340332031,,8.164436340332031,,8.164436340332031,,8.164436340332031,,8.164436340332031,,1.92236328125,30602.0,30905.0,24637.0,"100/101, 101/102, 102/100","100/30, 101/30, 102/30",5761.0,122.0,100.0,100.0,0.0,0.0012195121951219,0.0008710801393728,0.0,0.0,,,
157,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.44, 0.44, 1.0]",TOFD_INCOMPLETE,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725740826.581859.pt,,50117,2024-09-07 16:29:23.933633,i386,0.2951052188873291,-1.3557759999985135,80.0,20.0,,,,,,,9.0,,,,,,,,,,,1.859037160873413,22050.0,11215.0,0.0,"100/45, 45/45, 45/100","100/45, 45/45, 45/100",7528.0,122.0,100.0,100.0,0.0,0.0012195121951219,0.0008710801393728,0.0,0.0,,,
158,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.99, 0.99, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:31:04.746384,i386,0.000511884689331,16.498687999999675,80.0,20.0,498.0187377929688,,6.2252342224121096,742.9428100585938,,37.14714050292969,9.0,1.0814351081848144,ModelStateDict-Waypoint_0-1725741065.173484.pt,32.414816284179686,ModelStateDict-Waypoint_1-1725741065.583919.pt,12.953376770019531,ModelStateDict-Waypoint_2-1725741066.0146828.pt,7.556475830078125,ModelStateDict-Waypoint_3-1725741066.477333.pt,6.18462905883789,ModelStateDict-Waypoint_4-1725741066.8831842.pt,2.1722898483276367,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",3640.0,,100.0,100.0,0.0,0.0139084507042253,0.0199309061918681,0.0,0.0,,,
159,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.99, 0.99, 1.0]",RandomStructured,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:31:07.570945,i386,0.0320022106170654,0.0532480000001669,80.0,20.0,605.9169921875,,7.57396240234375,482.7118225097656,,24.135591125488283,9.0,7.57396240234375,,7.57396240234375,,7.57396240234375,,7.57396240234375,,7.57396240234375,,1.7935402393341064,30602.0,30905.0,402.0,"100/101, 101/102, 102/100","100/99, 101/100, 102/100",4549.0,158.0,100.0,100.0,0.0,0.0125,0.0181818181818181,0.1027777777777777,0.1081871345029239,,,
160,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.99, 0.99, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:31:16.558943,i386,6.61664605140686,-7.565312000000631,80.0,20.0,70679.9375,,883.49921875,68656.8125,,3432.840625,9.0,883.49921875,,883.49921875,,883.49921875,,883.49921875,,883.49921875,,1.9044759273529053,30602.0,30905.0,10449.0,"100/101, 101/102, 102/100","100/46, 101/53, 102/100",4549.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
161,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.99, 0.99, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:31:19.424893,i386,0.3522119522094726,-2.785280000000057,80.0,20.0,187.82147216796875,,2.347768402099609,173.85354614257812,,8.692677307128907,9.0,2.347768402099609,,2.347768402099609,,2.347768402099609,,2.347768402099609,,2.347768402099609,,1.8997371196746824,20400.0,20602.0,0.0,"100/102, 102/100","100/102, 102/100",4553.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
162,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.99, 0.99, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:31:22.571813,i386,0.599186897277832,-21.26643200000035,80.0,20.0,134.19879150390625,,1.677484893798828,74.27079772949219,,3.713539886474609,9.0,1.677484893798828,,1.677484893798828,,1.677484893798828,,1.677484893798828,,1.677484893798828,,1.882625818252564,30200.0,30501.0,0.0,"100/100, 100/101, 101/100","100/100, 100/101, 101/100",4543.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
163,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.99, 0.99, 1.0]",thinet,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:31:26.313511,i386,1.2555599212646484,-65.5441920000012,80.0,20.0,194.62245178222656,,2.432780647277832,143.39089965820312,,7.169544982910156,9.0,2.432780647277832,,2.432780647277832,,2.432780647277832,,2.432780647277832,,2.432780647277832,,1.864833116531372,29800.0,30099.0,220.0,"100/99, 99/100, 100/100","100/99, 99/100, 100/100",4537.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0058823529411764,0.0058823529411764,,,
164,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.99, 0.99, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:31:29.105102,i386,0.2926599979400635,14.72512000000097,80.0,20.0,1223.9169921875,,15.29896240234375,1437.90234375,,71.8951171875,9.0,15.29896240234375,,15.29896240234375,,15.29896240234375,,15.29896240234375,,15.29896240234375,,2.071160078048706,30602.0,30905.0,21567.0,"100/101, 101/102, 102/100","100/30, 101/30, 102/30",5761.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
165,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.99, 0.99, 1.0]",TOFD_INCOMPLETE,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:31:32.117408,i386,0.3212318420410156,0.1351680000007036,80.0,20.0,,,,,,,9.0,,,,,,,,,,,1.9053199291229248,60400.0,30501.0,0.0,"100/100, 100/101, 101/100","100/100, 100/101, 101/100",8083.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0047619047619047,0.0050125313283208,,,
166,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.7, 0.7, 1.0]",RandomStructured,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:31:34.775874,i386,0.0358428955078125,-0.8847359999999753,80.0,20.0,1223.627197265625,,15.295339965820313,1437.5311279296875,,71.87655639648438,9.0,5.625130081176758,,15.295339965820313,,15.295339965820313,,15.295339965820313,,15.295339965820313,,2.057081937789917,30602.0,30905.0,21567.0,"100/101, 101/102, 102/100","100/30, 101/30, 102/30",8083.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
167,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.7, 0.7, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:31:44.104002,i386,6.682661294937134,-8.675328000001173,80.0,20.0,1210.965576171875,,15.137069702148438,1421.125732421875,,71.05628662109375,9.0,0.1845616698265075,,15.137069702148438,,15.137069702148438,,15.137069702148438,,15.137069702148438,,1.81711220741272,30602.0,30905.0,21567.0,"100/101, 101/102, 102/100","100/30, 101/30, 102/30",6367.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
168,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.7, 0.7, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:31:46.936968,i386,0.40838623046875,-0.7127040000013949,80.0,20.0,133.05784606933594,,1.6632230758666993,111.4010238647461,,5.570051193237305,9.0,1.6632230758666993,,1.6632230758666993,,1.6632230758666993,,1.6632230758666993,,1.6632230758666993,,2.028927087783813,20400.0,20602.0,7140.0,"100/102, 102/100","100/102, 102/30",5159.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
169,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.7, 0.7, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:31:51.553907,i386,1.987959623336792,3.0023679999994783,80.0,20.0,87.4052963256836,,1.0925662040710449,75.62628936767578,,3.781314468383789,9.0,1.0925662040710449,,1.0925662040710449,,1.0925662040710449,,1.0925662040710449,,1.0925662040710449,,1.9191548824310305,19412.0,19655.0,5040.0,"100/71, 71/72, 72/100","100/71, 71/72, 72/30",4369.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
170,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.7, 0.7, 1.0]",thinet,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:31:55.091075,i386,1.02555513381958,-1.6506879999997182,80.0,20.0,26.641382217407227,,0.3330172777175903,31.849796295166016,,1.5924898147583009,9.0,0.3330172777175903,,0.3330172777175903,,0.3330172777175903,,0.3330172777175903,,0.3330172777175903,,1.9638431072235107,19070.0,19311.0,26.0,"100/70, 70/71, 71/100","100/70, 70/71, 71/100",4363.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
171,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.7, 0.7, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:31:58.059299,i386,0.2356233596801757,-3.383295999999973,80.0,20.0,1216.6734619140625,,15.208418273925782,1427.783203125,,71.38916015625,9.0,15.208418273925782,,15.208418273925782,,15.208418273925782,,15.208418273925782,,15.208418273925782,,1.984292268753052,30602.0,30905.0,23141.0,"100/101, 101/102, 102/100","100/30, 101/30, 102/30",5761.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
172,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.7, 0.7, 1.0]",TOFD_INCOMPLETE,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:32:00.978052,i386,0.3455369472503662,-4.7882239999999,80.0,20.0,,,,,,,9.0,,,,,,,,,,,1.9049968719482424,38824.0,19655.0,0.0,"100/71, 71/72, 72/100","100/71, 71/72, 72/100",7793.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0047619047619047,0.0050125313283208,,,
173,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.57, 0.57, 1.0]",RandomStructured,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:32:03.696355,i386,0.0394408702850341,-1.9537920000002489,80.0,20.0,1216.384521484375,,15.204806518554689,1427.4129638671875,,71.37064819335937,9.0,3.8603836059570313,,15.204806518554689,,15.204806518554689,,15.204806518554689,,15.204806518554689,,2.02567195892334,30602.0,30905.0,23141.0,"100/101, 101/102, 102/100","100/30, 101/30, 102/30",7793.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
174,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.57, 0.57, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:32:12.675976,i386,6.342310905456543,-9.326592000001256,80.0,20.0,1203.238037109375,,15.040475463867187,1410.635986328125,,70.53179931640625,9.0,0.1834211111068725,,15.040475463867187,,15.040475463867187,,15.040475463867187,,15.040475463867187,,1.976445198059082,30602.0,30905.0,23141.0,"100/101, 101/102, 102/100","100/30, 101/30, 102/30",6367.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
175,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.57, 0.57, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:32:15.760658,i386,0.4039311408996582,-0.7577600000004168,80.0,20.0,133.05775451660156,,1.6632219314575196,111.40101623535156,,5.570050811767578,9.0,1.6632219314575196,,1.6632219314575196,,1.6632219314575196,,1.6632219314575196,,1.6632219314575196,,1.9661283493041992,20400.0,20602.0,7140.0,"100/102, 102/100","100/102, 102/30",5159.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
176,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.57, 0.57, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:32:21.516395,i386,3.0665249824523926,-34.78732800000034,80.0,20.0,67.60267639160156,,0.8450334548950196,68.54146575927734,,3.427073287963867,9.0,0.8450334548950196,,0.8450334548950196,,0.8450334548950196,,0.8450334548950196,,0.8450334548950196,,1.9216639995574951,15122.0,15339.0,4130.0,"100/58, 58/59, 59/100","100/58, 58/59, 59/30",4291.0,158.0,100.0,100.0,0.0,0.0035714285714285,0.0033416875522138,0.0,0.0,,,
177,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.57, 0.57, 1.0]",thinet,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:32:25.005251,i386,0.9736919403076172,-0.0942080000004352,80.0,20.0,94.47737121582033,,1.180967140197754,69.13844299316406,,3.456922149658203,9.0,1.180967140197754,,1.180967140197754,,1.180967140197754,,1.180967140197754,,1.180967140197754,,1.9803919792175293,14806.0,15021.0,16.0,"100/57, 57/58, 58/100","100/57, 57/58, 58/100",4285.0,158.0,100.0,100.0,0.0,0.0034999999999999,0.0023529411764705,0.0,0.0,,,
178,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.57, 0.57, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:32:27.811177,i386,0.204240083694458,-3.080192000001261,80.0,20.0,1146.2188720703125,,14.327735900878906,1341.47119140625,,67.0735595703125,9.0,14.327735900878906,,14.327735900878906,,14.327735900878906,,14.327735900878906,,14.327735900878906,,1.9047751426696773,30602.0,30905.0,23902.0,"100/101, 101/102, 102/100","100/30, 101/30, 102/30",5761.0,158.0,100.0,100.0,0.0,0.0083333333333333,0.0128205128205128,0.0,0.0,,,
179,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.57, 0.57, 1.0]",TOFD_INCOMPLETE,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:32:30.572965,i386,0.2726290225982666,-4.071423999999752,80.0,20.0,,,,,,,9.0,,,,,,,,,,,2.006631135940552,30244.0,15339.0,0.0,"100/58, 58/59, 59/100","100/58, 58/59, 59/100",7663.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0047619047619047,0.0050125313283208,,,
180,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.49, 0.49, 1.0]",RandomStructured,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:32:33.400966,i386,0.0355498790740966,-0.1433600000000296,80.0,20.0,1145.928955078125,,14.324111938476562,1341.099853515625,,67.05499267578125,9.0,3.31469841003418,,14.324111938476562,,14.324111938476562,,14.324111938476562,,14.324111938476562,,2.142218828201294,30602.0,30905.0,23902.0,"100/101, 101/102, 102/100","100/30, 101/30, 102/30",7663.0,158.0,100.0,100.0,0.0,0.0083333333333333,0.0128205128205128,0.0,0.0,,,
181,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.49, 0.49, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:32:42.328781,i386,6.09127402305603,36.36428800000067,80.0,20.0,1134.0694580078125,,14.175868225097656,1325.7235107421875,,66.28617553710937,9.0,0.1952103853225708,,14.175868225097656,,14.175868225097656,,14.175868225097656,,14.175868225097656,,2.0027520656585693,30602.0,30905.0,23902.0,"100/101, 101/102, 102/100","100/30, 101/30, 102/30",6367.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
182,v0.71 - 71,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3000,0.2,100,-2,0,cpu,0.001,0.001,"[30, 30, 30]","[0.49, 0.49, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3.0,"[10, 10, 30]",ModelStateDict1725741067.470592.pt,,50446,2024-09-07 16:32:45.381563,i386,0.423375129699707,-2.666495999999825,80.0,20.0,133.05775451660156,,1.6632219314575196,111.40104675292967,,5.5700523376464846,9.0,1.6632219314575196,,1.6632219314575196,,1.6632219314575196,,1.6632219314575196,,1.6632219314575196,,2.106775045394897,20400.0,20602.0,7140.0,"100/102, 102/100","100/102, 102/30",5159.0,158.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,,
