,Version,Notes,LossFunction,Optimizer,LearningRate,SchedulerLR,NumberOfEpochs,ModelStructure,Dropout,HiddenDim,HiddenDimSize,DatasetName,BatchSize,TrainTest,MaxSamples,Dataparallel,NumberOfWorkers,Device,AlphaForADMM,RhoForADMM,LayerPruneTargets,WeightPrunePercent,PruningSelection,BERTTheseusStartingLearningRate,BERTTheseusLearningRateModifier,AlphaForTOFD,BetaForTOFD,tForTOFD,DAISRegularizerScale,LassoForDAIS,LayerIteration,SaveLocation,FromSaveLocation,NumClasses,NumFeatures,ProcessID,StartTime,cpuModel,TimeForPrune,Memory,CudaMemory,LengthOfTrainingData,LengthOfValidationData,total_loss,f1_score_weight,f1_score_macro,additive_loss,mean_loss,val_total_loss,val_f1_score_weight,val_f1_score_macro,val_additive_loss,val_mean_loss,epoch,Epoch waypoint 0 mean_loss,-Waypoint_0-,Epoch waypoint 1 mean_loss,-Waypoint_1-,Epoch waypoint 2 mean_loss,-Waypoint_2-,Epoch waypoint 3 mean_loss,-Waypoint_3-,Epoch waypoint 4 mean_loss,-Waypoint_4-,TimeForRun,macs,parameters,NumberOfZeros,Zeroed_filter_inputs,Zeroed_filter_outputs,ModelWeightStructure,ModelWeightStructurePruneZero,GarbageCollectionSizeTotal,AssociatedOriginalRow,gpuModel,gpuInfo,TimeForPruneAndRetrain,f1_scores_all_0,f1_scores_all_1,f1_scores_all_2,f1_scores_all_3,f1_scores_all_4,f1_scores_all,val_f1_scores_all_0,val_f1_scores_all_1,val_f1_scores_all_2,val_f1_scores_all_3,val_f1_scores_all_4,val_f1_scores_all,f1_scores_all_5,val_f1_scores_all_5
70,v0.96 - 96,1,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,75,ACI_grouped,3000,0.2,1000,-2,3,cuda,0.001,0.001,"[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 10]","[0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 1.0]",TOFD,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727236984.0612907.pt,10,1516,3253912,07:46.8,x86_64,14.3999908,259.801088,4480512.0,800.0,200.0,2.161077023,0.18601476,0.104797048,0.0,0.002701346,2.154253483,0.209275362,0.110144928,0.0,0.010771267,0.0,,,,,,,,,,,0.232263327,186850.0,94471.0,0.0,0.0,0.0,"1516/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/10","1516/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/10",66584.0,57.0,,,,,,,,,,,,,,,,,
71,v0.96 - 96,1,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,75,ACI_grouped,3000,0.2,1000,-2,3,cuda,0.001,0.001,"[27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 10]","[0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 1.0]",TOFD,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727236984.0612907.pt,10,1516,3253912,08:04.4,x86_64,15.3704741,266.059776,3665408.0,800.0,200.0,2.095377445,0.2021949,0.10856102,0.0,0.002619222,2.085940599,0.209275362,0.110144928,0.0,0.010429703,0.0,,,,,,,,,,,0.23780179,127792.0,64690.0,0.0,0.0,0.0,"1516/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/10","1516/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/10",74473.0,57.0,,,,,,,,,,,,,,,,,
72,v0.96 - 96,1,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,75,ACI_grouped,3000,0.2,1000,-2,3,cuda,0.001,0.001,"[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 10]","[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 1.0]",TOFD,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727236984.0612907.pt,10,1516,3253912,09:41.8,x86_64,95.14890075,-1640.083456,102400.0,800.0,200.0,2.105632544,0.2021949,0.10856102,0.0,0.002632041,2.095059156,0.209275362,0.110144928,0.0,0.010475296,0.0,,,,,,,,,,,0.240844011,77482.0,39283.0,0.0,0.0,0.0,"1516/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/10","1516/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/10",27548.0,57.0,,,,,,,,,,,,,,,,,
73,v0.96 - 96,1,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,75,ACI_grouped,3000,0.2,1000,-2,3,cuda,0.001,0.001,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]","[0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 1.0]",TOFD,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727236984.0612907.pt,10,1516,3253912,09:59.6,x86_64,15.48155951,259.76832,2034688.0,800.0,200.0,2.144939661,0.2021949,0.10856102,0.0,0.002681175,2.138564587,0.209275362,0.110144928,0.0,0.010692823,0.0,,,,,,,,,,,0.230686188,31842.0,16183.0,0.0,0.0,0.0,"1516/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/10","1516/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/10",31835.0,57.0,,,,,,,,,,,,,,,,,
74,v0.96 - 96,0,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,75,ACI_grouped,3000,0.2,1000,-2,3,cuda,0.001,0.001,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 10]","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727236984.0612907.pt,10,1516,3262146,10:04.7,x86_64,0.378549099,0.278528,1081344.0,800.0,200.0,0.424140543,0.850552905,0.680160782,0.0,0.000530176,0.360091627,0.863876669,0.661767463,0.0,0.001800458,99.0,0.000607946,,0.000537658,,0.000514436,,0.000514666,,0.000497295,,13.85808778,266325.0,268435.0,0.0,0.0,0.0,"1516/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/10","1516/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/10",31568.0,57.0,,,,,,,,,,,,,,,,,
75,v0.96 - 96,0,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,75,ACI_grouped,3000,0.2,1000,-2,3,cuda,0.001,0.001,"[65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 10]","[0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727236984.0612907.pt,10,1516,3262146,15:15.4,x86_64,294.9161651,853.966848,2706432.0,800.0,200.0,0.444729239,0.764989306,0.493976672,0.0,0.000555912,0.372097552,0.812863884,0.5086094,0.0,0.001860488,99.0,0.000567676,,0.000556434,,0.000567562,,0.000563907,,0.000553115,,13.40610361,218328.0,220186.0,0.0,0.0,0.0,"1516/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/10","1516/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/66, 66/10",60756.0,57.0,,,,,,,,,,,,,,,,,
76,v0.96 - 96,0,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,75,ACI_grouped,3000,0.2,1000,-2,3,cuda,0.001,0.001,"[55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 10]","[0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727236984.0612907.pt,10,1516,3262146,21:03.3,x86_64,332.5333319,77.799424,-1135104.0,800.0,200.0,0.665878475,0.687815301,0.438286593,0.0,0.000832348,0.599077702,0.736602734,0.454382564,0.0,0.002995389,99.0,0.00084877,,0.0008397,,0.000837537,,0.000836358,,0.000836677,,13.42329741,170128.0,171706.0,0.0,0.0,0.0,"1516/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/10","1516/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/56, 56/10",55212.0,57.0,,,,,,,,,,,,,,,,,
77,v0.96 - 96,0,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,75,ACI_grouped,3000,0.2,1000,-2,3,cuda,0.001,0.001,"[46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 10]","[0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727236984.0612907.pt,10,1516,3262146,27:06.8,x86_64,348.1741481,-99.045376,-1053696.0,800.0,200.0,1.003726602,0.550546114,0.301786543,0.0,0.001254658,0.919031382,0.607045323,0.319497539,0.0,0.004595157,99.0,0.001254037,,0.001257794,,0.001257783,,0.001252482,,0.001253053,,13.37490678,131365.0,132691.0,0.0,0.0,0.0,"1516/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/10","1516/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/47, 47/10",49584.0,57.0,,,,,,,,,,,,,,,,,
78,v0.96 - 96,0,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,75,ACI_grouped,3000,0.2,1000,-2,3,cuda,0.001,0.001,"[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 10]","[0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 0.49, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727236984.0612907.pt,10,1516,3262146,38:04.8,x86_64,642.6252165,-395.374592,-929280.0,800.0,200.0,0.731933892,0.572352679,0.314793763,0.0,0.000914917,0.660111308,0.625782689,0.32935931,0.0,0.003300557,99.0,0.000910582,,0.000912191,,0.000919343,,0.000921678,,0.000913793,,13.69189882,93425.0,94471.0,0.0,0.0,0.0,"1516/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/10","1516/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/37, 37/10",44040.0,57.0,,,,,,,,,,,,,,,,,
79,v0.96 - 96,0,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,75,ACI_grouped,3000,0.2,1000,-2,3,cuda,0.001,0.001,"[27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 10]","[0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727236984.0612907.pt,10,1516,3262146,49:15.3,x86_64,654.8448355,-375.631872,-803328.0,800.0,200.0,0.947401583,0.5489748,0.300927637,0.0,0.001184252,0.853024065,0.615634141,0.324017969,0.0,0.00426512,99.0,0.001180963,,0.00118448,,0.001183585,,0.001181365,,0.00117829,,13.6794548,63896.0,64690.0,0.0,0.0,0.0,"1516/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/10","1516/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/28, 28/10",38412.0,57.0,,,,,,,,,,,,,,,,,
80,v0.96 - 96,0,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,75,ACI_grouped,3000,0.2,1000,-2,3,cuda,0.001,0.001,"[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 10]","[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727236984.0612907.pt,10,1516,3262146,00:20.9,x86_64,649.9782586,-549.715968,-660480.0,800.0,200.0,0.988840997,0.547249092,0.299994857,0.0,0.001236051,0.886603713,0.607045323,0.319497539,0.0,0.004433019,99.0,0.001223918,,0.001226871,,0.001224208,,0.001231757,,0.001227036,,13.39710307,38741.0,39283.0,0.0,0.0,0.0,"1516/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/10","1516/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/19, 19/10",33120.0,57.0,,,,,,,,,,,,,,,,,
81,v0.96 - 96,0,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,75,ACI_grouped,3000,0.2,1000,-2,3,cuda,0.001,0.001,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10]","[0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727236984.0612907.pt,10,1516,3262146,16:38.9,x86_64,962.6087344,-491.077632,-597504.0,800.0,200.0,1.011667728,0.548350672,0.300593451,0.0,0.001264585,0.916990817,0.607045323,0.319497539,0.0,0.004584954,99.0,0.001263941,,0.001258802,,0.001258759,,0.001266596,,0.001258795,,13.86297035,15921.0,16183.0,0.0,0.0,0.0,"1516/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/10","1516/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/10",27576.0,57.0,,,,,,,,,,,,,,,,,
82,v0.96 - 96,0,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,75,ACI_grouped,3000,0.2,1000,-2,3,cuda,0.001,0.001,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 10]","[0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727236984.0612907.pt,10,1516,3267711,19:09.3,x86_64,132.2385442,868.560896,22438912.0,800.0,200.0,2.093817472,0.034964403,0.049507119,0.0,0.002617272,2.089587212,0.032114537,0.047577093,0.0,0.010447936,99.0,0.002617376,,0.002617288,,0.002617275,,0.002617272,,0.002617272,,12.84586525,266325.0,268435.0,0.0,0.0,0.0,"1516/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/10","1516/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/10",39363.0,57.0,,,,,,,,,,,,,,,,,
